Tweet,sentimen
"Adapun museum yang tetap buka pada hari Selasa ( 1 / 3 / 2018 ) ini ialah Museum Sejarah Jakarta , Museum Joang 45 , Museum Prasasti , dan Museum MH Thamrin .",1
Keempat museum tersebut merupakan museum - museum yang berada di bawah manajemen Unit Pengelola Museum Kesejarahan Jakarta .,1
"Hadirkan Sederet Kegiatan , Plaza Indonesia Gelar Gelar Blessing of Ramadan",1
"TRIBUNJAKARTA . COM , TANAH ABANG - Sebagai pusat ritel dan gaya hidup , pada Ramadan tahun ini , Mal Plaza Indonesia menggelar Bleesings Of Ramadan 2018 .",1
Acara tersebut akan menghadirkan berbagai kegiatan .,1
"Mulai dari program belanja , kuliner spesial ramadan , bazar ramadan , hingga kolaborasi bersama lima desainer terbaik Indonesia dalam gelaran Ramadan in Style .",1
Sebuah pagelaran mode yang mempersembahkan tren muslim dan modest memakai terkini .,1
Mal Plaza Indonesia menggelar Bleesings Of Ramadan 2018 . Mal Plaza Indonesia menggelar Blee Ramadan 2018 . ( ISTIMEWA ),1
"Namun sebelumnya , akan diadakan konferensi pers terlebih dahulu tentang penjelasan program Beesings of Ramadan 2018",1
"Selama Ramadan , Komunitas Nasi Juma Ubah Waktu Bagi - bagi Nasi Sehabis Magrib",1
"Lapak Sijum pun berubah , saat ini mereka juga membagikan takjil buka puasa berupa makanan ringan , atau nasi kotak ala Sijum , di jalan jalan . Walaupun ada juga lapak Sijum yang tetap berbagi di masjid dan yayasan yatim .",1
""" Iya Mas , pada menyebar ke yayasan yatim , di jalan , masjid , dan lain - lain , "" lanjut ujarnya .",1
Komunitas yang sudah terdapat sembilan cabang di Tangsel ini tidak memiliki lokasi yang pasti saat membagikan nasi Jumatnya .,1
"Namun masjid Al - Ikhlas Serpong , Al - I ' tisham Pemkot tangsel , dan Nurul Huda Cinangka , menjadi lokasi yang cukup rutin dikunjungi .",1
Kegiatan ini pun akan terus mereka jalankan selama Ramadan .,1
"Di samping membagikan makanan berbuka , mereka juga mengajak orang - orang untuk berdonasi agar Sijum dapat memberikan lebih banyak kepada orang - orang yang membutuhkan .",1
Pasaraya Blok M Meriah dengan Ramadan Raya Feast,1
"TRIBUNJAKARTA . COM , KEBAYORAN BARU - Menyambut bulan suci Ramadan , Pasaraya Blok M mengadakan event Ramadan Raya Feast dari 24 Mei sampai 10 Juni 2018 .",1
"Di acara tersebut , kamu bisa menikmati berbagai kegiatan menarik , di antaranya pameran Alquran terkecil , terbesar dan terunik .",1
Selain itu terdapat pula pameran kaligrafi .,1
"Ada juga pertunjukan tari sufi , obrolan humoreligi dan bazar fashion & cantik .",1
Dihadirkan pula berbagai macam perlombaan seperti lomba hafiz cilik dan kaligrafi .,1
"Tak hanya itu , ada pula tausiah , talkshow muski live acoustic dan charitycharity serta banyak lagi kegiatan menarik lainnya . Bebagai macam penawaran spesial Ramadan dari Pasaraya Blok M juga dihadirkan .",1
"Di antaranya diskon hingga 70 persen untuk produk Al Madina dan travel bag . Lalu diskon hingga 80 persen di beberapa tenant seperti Sport Station , Kids Station , Andrew , Sledgers , Pierre Cardin , Kickers dan Came .",1
TRIBUN - VIDEO . COM -  Bumi Indonesia tak pernah kehabisan tempat wisata yang mendorong decak kagum dunia internasional .,1
Kali ini mega amphiteater Geopark Ciletuh menjadi sorotan tak hanya keindahan proses tumpukan batuan dari 65 juta tahun yang lalu .,1
Namun juga pengakuan dunia internasional kepada Geopark Ciletuh sebagai global geopark oleh UNESCO .,1
"Waisak di Borobudur dan Ragam Festival Lampion TRIBUN . COM , JAKARTA - Umat Budha Indonesia memperingati Hari Raya Waisak hari Selasa , 29 Mei yang juga ditetapkan sebagai hari libur nasional .",1
"Waisak adalah peringatan tahap kehidupan sang Budha ( Siddharta Gautama ) yang melingkupi kelahiran , pencerahan dan kematian .",1
Yang paling ditunggu dalam perayaan Waisak di Borobudur ini adalah tradisi pelepasan lampion kertas ke udara yang pastinya sebuah momen indah yang pantas diabadikan lewat jepretan kamera buat semua yang menghadiri atau berada di area sekitar Borobudur .,1
Festival lampion selalu menyedot perhatian massa bukan hanya karena keindahannya namun juga suasananya yang seakan menyatukan semua orang dalam suatu peristiwa yang damai dan khusyuk .,1
"Akhir Mei Hingga Awal Juni , Ada Promo Tiket Ocean Dream Samudra dan Sea World , Yuk Beli !",1
"TRIBUNJAKARTA . COM , PADEMANGAN - Manajemen Taman Impian Jaya Ancol ( TIJA ) memberikan promo tiket masuk Ocean Dream Samudra dan Sea World Ancol .",1
"Selama 25 Mei -  8 Juni 2018 , pengunjung dapat membeli bundling dua tiket tempat rekreasi tersebut hanya dengan Rp 130 ribu pada hari biasa dan Rp 150 ribu pada akhir pekan .",1
"Hari Pertama puasa , Pengunjung Tetap Antusias Kunjungi Taman Fatahillah Kota Tua",1
"TRIBUNJAKARTA . COM , TAMAN SARI - Awal puasa , warga Jakarta tetap antusias kunjungi kawasan Kota Tua Jakarta tepatnya di Taman Fatahillah .",1
"Tak hanya pengunjung lokal , namun terlihat juga rombongan warga negara asing yang sedang melakukan tur .",1
Nampak beberapa deretan sepeda ontel yang bisa disewa oleh pengunjung dengan tarif Rp 20 ribu per 30 menit .,1
Pengunjung pun tampak sibuk berfoto ria menunggu waktu berbuka .,1
"Untuk masuk ke kawasan ini , pengunjung tak perlu membayar tiket masuk kecuali apabila masuk museum .",1
"TRIBUNJAKARTA . COM , PADEMANGAN - Manajemen Taman Impian Jaya Ancol ( TIJA ) mengadakan Ancol Minangkabau Festival 2018 dalam rangka memeriahkan libur long akhir pekan pertengahan Mei 2018 ini .",1
Ancol Minangkabau festival sendiri akan dilangsungkan di Panggung Terapung ( floating stage ) Pantai Lagoon Taman Impian Jaya Ancol dengan menampilkan beragam kegiatan seni budaya dan kuliner khas Minangkabau .,1
"Kegiatan seni budaya Minangkabau di antaranya Festival 1 . 000 Randai , penampilan tarian tradisional Minangkabau , dan Rabab tradisional khas Minangkabau .",1
"Akan ada juga penampilan dari Youtuber Minang ( YTM ) , artis Minangkabau bernama Kintani , dan grup lawak khas Minangkabau , Garundang .",1
"Adapun kuliner Minangkabau yang akan dijajakan di bazar Kampoeng Minangkabau di festival ini misalnya rendang , soto Padang , dan nasi goreng Padang .",1
"Disini , anda akan banyak menemukan spot - spot terbaik berbagai aktivitas penuh petualangan .",1
Seperti rafting misalnya . Salah satu jenis olahraga air ini sangat diminati berbagai kalangan .,1
"Mengarungi arus sungai ditengah - tengah suasana hijaunya pegunungan , dijamin membuat petualangan anda semakin seru .",1
"Selain itu , Anda juga akan dipandu oleh para pemandu yang profesional dalam bidangnya saat mengarungi arus sungai tersebut .",1
"Tak perlu khawatir , untuk keamanan Aceng menjelaskan bahwa di kawasan wisata ini , tentu memiliki standar - standar yang harus di penuhi saat mengarungi arus sungai .",1
""" Ya disesuaikan . Soal keamanan , kita punya standar batas - batas tertentu mana yang harus diarungi , dan tidak "" katanya .",1
"Jika ingin berlibur , ada satu spot wisata air yang cukup terkenal yaitu Curup Kereta .",1
Destinasi wisata Lampung yang baru sudah mulai terekspos di banyak alur media sosial .,1
Banyak wisata alam di Lampung yang secara perlahan mulai banyak dikenal . Termasuk banyak air terjun di Way Kanan yang bisa kamu coba saat akhir pekan .,1
"Lokasinya yang hanya 7 km dari jalan Sumatra , dengan akses yang bisa dibilang mudah , dapat dikunjungi oleh seluruh kalangan .",1
"Memiliki pegunungan , 9 sungai besar , dan banyak air terjun di Way Kanan . 10 air terjun yang saya bahas di sini baru sebagian dari banyak air terjun yang ada di way Kanan dan Lampung pada umumnya .",1
Belum semua air terjun tersebut sudah Keliling Lampung kunjungi .,0
Namun paling tidak sudah menambah daftar air terjun di Lampung yang perlu dikunjungi berikutnya . Liburan di Lampung jadi lebih seru .,1
Copa Ramadhan Ajang Futsal Sekaligus Beramal,1
"Bulan ramadan adalah bulan penuh berkah , banyak masyarakat yang berlomba berbuat kebaikan di bulan tersebut .",1
Beramal sekaligus berkompetisi menjadi satu ajang yang dilakukan penggiat futsal Kota Semarang dengan mengadakan Copa Ramadhan .,1
Afandi Dwi selaku penanggung jawab acara menuturkan jika Copa Ramadhan adalah kompetisi futsal yang dikemas dengan tema laga amal .,1
""" Jadi Copa ramadan itu agenda tahunan para penggiat futsal Kota Semarang , dalam pembinaan futsal di Kota Semarang , namun kegiatan ini dikemas dalam tajuk laga amal , "" tutur Afandi Dwi pada Tribunjateng . com pada Rabu ( 30 / 5 / 2018 ) .",1
"Tak ada harga yang dipatok untuk melihat laga yang digelar selepas salat tarawih tersebut , penonton hanya cukup memasukan uang seikhlasnya ke kotak amal yang disediakan .",1
Nantinya uang yang terkumpul akan disumbang kepada mereka yang membutuhkan .,1
"Jelang Lebaran 2018 , PT KAI Siapkan 20 Kereta Tambahan",1
"TRIBUNSOLO . COM , SOLO - PT KAI menyiapkan 20 armada dengan 40 perjalanan sebagai kereta tambahan untuk armada lebaran 2018 nanti .",1
Namun nantinya ada beberapa KA yang dioperasikan lebih awal .,1
"Karena rawan macet , pihaknya menghimbau agar masyarakat jangan terlambat untuk datang ke stasiun .",0
Eko juga menghimbau masyarakat yang mudik juga mempersiapkan diri .,1
"Jelang Mudik Lebaran , Pihak Terminal Bus Tanjung Priok Siapkan 115 Bus AKAP",1
Sedikitnya 115 bus sudah dipersiapkan manajemen Terminal Bus Tanjung Priok untuk para warga yang ingin mudik jelang Hari Raya Idul Fitri tahun 2018 ini .,1
"Kendati demikian , sekira 115 bus yang dipersiapkan tersebut belum merupakan jumlah pasti . Pasalnya , dipredisi akan ada bus tambahan untuk mudik tahun ini .",0
"Taman Lampu Sindu Kusuma Edupark Jogja Malam Hari Kayak di Eropa . TAMAN Lampu Sindu Kusuma Edupark Jogja pada malam hari menawarkan pemandangan dengan sensasi kayak di Eropa , bahkan mirip di sejumlah tempat wisata dunia .",1
"Di instagram , foto - foto taman lampu diunggah hingga ratusan warganet . Tak khayal , objek wisata yang terletak di Kabupaten Sleman , Yogyakarta ini sekarang lagi populer dan hit .",1
"Bukan hanya romantis dan cocok untuk pacaran bersama gebetan , tetapi juga asyik untuk menghabiskan liburan bersama keluarga , suami , istri dan anak .",1
"Belum lagi , kalau ada light festival , meriahnya luar biasa ! Sangat direkomendasikan buat travelers yang suka dengan wahana wisata buatan dengan nuansa yang istimewa .",1
""" Tema besarnya adalah Harmoni Dalam Kebhinekaan Untuk Bangsa , sebagai cerminan semangat dari pelopor kebangkitan Agama Buddha Indonesia , "" demikian pernyataan rilis tersebut .",1
"Saat ini , upacara peringatan Waisak memasuki waktu jeda untuk menghormati umat Muslim yang baru saja berbuka puasa .",1
"Kabid Perdagangan Dalam Negeri Disdag Provinsi Lampung , Ofrial , menjelaskan kegiatan Penetrasi Pasar dilaksanakan dalam rangka untuk menetralkan harga bahan pokok seperti telur , daging ayam dan daging .",1
"TRIBUNNEWS . COM - Libur panjang 4 - 7 Mei 2016 kemarin , Gunung Semeru di Jawa Timur didaki banyak pengunjung . Dua hari pertama Semeru didaki lebih dari 1 . 000 orang . Hal itu dikemukakan Kepala Resort Ranu Pani , Taman Nasional Bromo Tengger Semeru , Joko Purwito di Desa Ranu Pani , Kabupaten Lumajang , Jawa Timur , Senin ( 9 / 5 / 2016 ) .",1
""" Dari 1 - 7 Mei pendaki lokal tercatat 5 . 783 orang . Sementara pendaki asing 64 orang , "" .",1
"Dari empat hari libur panjang , tanggal 4 dan 5 Mei merupakan yang paling banyak pengunjungnya . Joko menuturkan , pendaki bisa mencapai lebih dari 1 . 000 orang . Kuota per hari di Gunung Semeru adalah maksimal 500 orang .",1
Samarinda Targetkan Duta Wisata Masuk Minimal 5 Besar Nasional,1
"TRIBUNKALTIM . COM , SAMARINDA - Sebanyak 45 orang finalis Duta Wisata dan Putri Pariwisata Kota Samarinda tahun 2018 mengikuti pembinaan dan pembekalan yang digelar oleh Dinas Pariwisata Kota Samarinda di Ruang Rapat Utama Balaikota Samarinda , Jalan Kesuma Bangsa , Jumat ( 26 / 4 / 2018 ) . Sebanyak 45 Finalis ini sebelumnya telah berhasil melalui babak penyisihan yang diikuti sebanyak 100 peserta , dan nantinya berhak mengikuti Malam Final yang akan digelar Hotel Aston pada 6 Mei 2018 mendatang .",1
"Tujuannya , salah satunya agar para finalis ini bisa lebih mengenal lebih jauh seputar apa - apa saja destinasi wisata Samarinda .",1
""" Kita terus isi dan bekali mereka , ""  ujarnya . Menunggu Waktu Berbuka Puasa dengan Berkunjung ke Pantai Jerman",1
"TRIBUN - BALI . COM , MANGUPURA - Dengan susana keindahan Pantai Jerman pada sore hari , beberapa wisatawan lokal melakukan kegiatan ngabuburit selagi menunggu puasa .",1
Untuk mengakses pantai ini sangatlah mudah karena hanya berjarak 3 kilometer atau menempuh waktu 10 menit dengan kendaraan bermotor dari Bandara Ngurah Rai .,1
Pengunjung yang datang tidak dipungut biaya alias gratis .,1
"Pengunjung hanya akan ditarik biaya parkir , untuk kendaran roda dua tarif parkir Rp 2 ribu .",1
""" Iya , kami manfaatkan untuk ngabuburit , sambil menunggu buka puasa , "" jawabnya sambil tersenyum .",1
"Gili Kondo menawarkan pemandangan pantai yang berpasir putih dengan pantai landai , menggoda pengunjung untuk main air . Pasir putih ini tampak berkilau ketika terpapar matahari .",1
Pulau ini juga menjadi tempat konservasi terumbu karang .,1
Kedalaman bibir pantai yang tak sampai 2 meter juga membuat perairan di gili ini cocok untuk snorkeling .,1
"Anda juga bisa menikmati atraksi memberi makan ikan di perairan ini alias fish feeding . Kegiatan fish feeding ini bisa dilakukan dengan menggunakan potongan roti . Kemudian , masukan ke dalam botol dan masukan ke air sambil berenang .",1
""" Pantai ini memang menonjolkan pemandangan pasir pantai yang sangat jernih , air laut pesisir pantainya yang tenang dan landai , "" ungkap Justin , warga Senggigi kepada Tribunnews , awal April 2018 .",1
Asati Target Datangkan Hingga 900 wisatawan ke Indonesia,1
"TRIBUN - MEDAN . com , MEDAN - Asosiasi Sales Travel Indonesia ( Asati ) menargetkan bisa mendatangkan wisatawan Muslim dari Thailand untuk datang ke Indonesia .",1
"Di tahun 2018 ini , Asati menawar gerakan sekitar 600 hingga 900 orang wisatawan datang ke Indonesia , khususnya ke Sumatera Utara ( Sumut , ujar Sekretaris Jenderal DPP Asati , Arlan Dikusnata , Ditemui disela - sela penyambutan rombongan wisatawan asal Pattani Thailand , Jumat ( 16 / 3 / 2018 ) .",1
"Target mendatangkan wisatawan asal Thailand tersebut sebagai bentuk dukungan percepatan kunjungan wisatawan mancanegara ke Indonesia , terutama ke Sumut , jelasnya .",1
"Ia menerangkan , Asati siap mendukung penuh setiap gebrakan Menteri Pariwisata dan juga siap bersinergi dengan semua asosiasi pariwisata yang ada demi kemajuan industri pariwisata di tanah air .",1
"Asati ingin terus membantu dan mendukung program dari Presiden Indonesia dan juga menteri terkait Indonesi Halal Destination for tourism , terangnya .",1
"Ia mengungkapkan , oleh karena itu , dalam rangka mempromosikan Indonesi Halal Destination for tourism tersebut , Asati gencar mendatangkan wisatawan .",1
"Asati telah banyak berkiprah di dalam dan luar negeri mempromosikan industri pariwisata Indonesia , ungkapnya .",1
"Ia mengatakan , Berbagai kegiatan yang telah diikuti Asati antara lain ekspo terbesar Central European Tourism Trade Fair di Cheko .",1
UNS Solo Buka Puasa Bersama 1 . 000 Anak Yatim,1
"TRIBUNSOLO . CO , SOLO - Salah satu acara dalam rangkaian kegiatan Ramadhan Berbagi Universitas Sebelas Maret ( UNS ) Solo adalah Buka Bersama 1000 Anak Yatim dan Dhuafa .",1
"Buka puasa bersama tersebut diselenggarakan di Student Center UNS , Jumat ( 1 / 6 / 2018 ) .",1
"Koordinator kegiatan , Candra mengatakan acara ini bertujuan untuk mempererat tali silaturahim antara UNS dengan anak - anak yang binaan baik yang ada di TPA , RAP , maupun anak - anak yatim dan dhuafa di area kampus .",1
DPRD Karanganyar Buka Puasa Bersama Forkompimda dan anak Yatim Piatu,1
"TRIBUNSOLO . COM , KARANGANYAR - Dewan Perwakilan Rakyat Daerah ( DPRD ) Kabupaten Karanganyar menggelar buka puasa bersama di ruang paripurna DPRD , Karanganyar , Jawa Tengah .",1
"Jajaran Forkompimda , anggota dan karyawan DPRD , para Kepala Dinas di Kabupaten Karanganyar , dan sejumlah anak yatim piatu terlihat hadir dalam acara ini .",1
""" Terima kasih atas kehadiran Bapak dan Ibu , "" ucap Ketua DPRD Sumanto dalam kata sambutannya .",1
Acara kemudian berlanjut pada Salat Maghrib berjemaah dilanjutkan salat tarawih bersama .,1
"Di pengujung acara , ada penyerahan bantuan kepada anak - anak yatim piatu . Mereka berasal dari dua panti asuhan , Panti Asuhan Silo dan Panti Asuhan Aisyiah Karanganyar .",1
Polisi Larang Konvoi Takbiran Keliling di Malam Idul Fitri di Kota Solo,0
"TRIBUNSOLO . COM , SOLO - Kegiatan takbiran keliling di malam sebelum Hari Raya Idul Fitri dilarang di Kota Solo .",0
"Larangan tersebut disampaikan oleh Kapolresta Solo , Kombes Pol Ribut Hari Wibowo , dalam rapat koordinasi lintas sektoral membahas persiapan menyambut Hari Raya Idul Fitri 2018 , di Aula Mapolresta Solo , pada Senin ( 21 / 5 / 2018 ) pagi .",0
"Adapun Kapolresta beralasan , tak ingin menambah suasana ramai kota lantaran macet terjadi di jalanan Kota Solo .",0
""" Saya harap malam takbiran keliling tidak ada , "" kata dia .",0
"Menurutnya juga , warga dianjurkan untuk menggelar takbiran di masing - masing masjid .",1
"Selanjutnya , ia akan menginstruksikan pejabat di jajarannya untuk berkoordinasi dengan pemuka agama dan yang berkepentingan untuk memahami hal tersebut .",1
Pihaknya juga telah mempersiapkan diri dalam Operasi Ketupat Candi 2018 yang akan berlangsung mulai 7 - 24 Juni 2018 .,1
