sentimen,Tweet
-1,ketika aku kata aku tak peduli super junior dan kau harus yakin itu bukan diri
0,kenapa ga mau kamu galakin dia ya
0,hai aku jual rorec naturalkincareheet mask cuma 10k aja kok dan innisfreeheet maskb cuma 15k hanya tingga
1,kalikaa teens rika tau gk klo aku itu sayang bangeeettt sma kamuuu
0,siapa dapat first impression mcm niumpah aku ingat kau dulu sombong gila orang pun cakap kau macam sombong aku pun taku
0,dengar cerita pasang tadi kat cafe gf kenapa awak nak putus dengan saya awak kata nak stay bf aku homo
-1,kalian yg main aku yg debar ku yg khawatir wkkwk nontonin chen main cuma buat denger teriak kalian sama pas
0,saat kukirimkanms ini aku habis kata kata habis baterai habis pulsa tapi cinta ini tak pernah habis untuk
0,berani gurau macam ni
0,kamu yg siluman zonk
0,ke indo dr korea grgr ada acara br dtg di kondangan tp dia gapunya sim internasional jd yang nyetir kamu sembari km nyari
-1,aku tak faham logik di balik ramai marah dengan budak aniaya kucing di dobi tapi berapa ramai yang kutip kucing biar m
0,aku rasa mcm kenal la dance ni bkn ke laki yg kanto joget dalam toilet time pasang lagu kpop tu dance dia gempak
-1,kalau kamu pndai akademik tpi klau adab tingkh laku x jge pown x gune jgk
1,walaupun harus mati aku tidak akan pernah pukul orang wanita me
0,ayat ustaz syed nasiruddin yg paling aku deep alang alang ajar agama biar tahu cinta siapa stabbed
0,tetiba ingat buku buku dongeng yang dapat tiap beli susu dancow dulu kuiingin baca lagi dulu bahkan aku minta beli 2
0,bingung mau upfoll dimanaini di aku murah dan trusted harga cek pinned ya t lelang acc followan rt upfoll rp
1,aku nak story sikit pasal orang laki ni yg ikhlas sgt nk buat surprise dekat gf dia tapi hmm korang nak tahu kisa
1,aku tetap ada
1,kamu juga ya cantiik aku baru mau makan nih hehe
-1,jika sudah cekam tak ada yg harus ucap diam jangan berfikir aku harus bicara apa ya nanti bisa2 nafsu yg bica
0,boleh hilang maruah yang calar tak
-1,lirik lagu mirip kamu ya hm bilang cinta tapi cuma bilang
0,siapa orang yang kamu khawatirin akhir kali autofollow mustfollow instantfollow followme openfollow teamautofollow teamfollowback
0,ada siapa kenal ke dia niebab kalau ada yang kenal aku nak jumpa dia bawak dia ronda ronda tengok kawasan puncak al
0,aku beli sepit baju 2 dozen dh guna sedozen 12klip baki di ampai 3 sahaja yg lain buat party ke
1,jangan serah masih ada ampun jilid 2 klo kamu ngampunin hutang pulsa temen temen
-1,weeee aku ya kudu mbacot kok kudu ngomel sing puwedessss juga yen singgung dolane kurang jauhhhh mending ma
1,sampai mati aku tak lupa orang yg pnah mnjadi sahabat baik aku biar dia yg buang aku tapi ak x mmpu nak buang sbb b
1,yeaaa ini kerja yg aku suka kerja sen mcm baejat cakap tu mcm2 kerja boleh buat haahaaa taktau kenapa ak
-1,puffff musnahh dia tunjuk kt aku gmbar2 kenang dia ngn awek dia dlu pastu gmbar awek dia kuar ngn laki tu smbil p
0,ok nder 3 bulan waktu yg cukup buat jd lebih cantik aku jg malah ketemu doi 1 stgh taun lagi hehe ldr
0,boleh tak u be like this and pleaseeee
-1,kadang2 aku prefer diam daripada jujur kau nak pendam pun takpelah janji aku tak tahu yang aku luka kau kau pun tak
0,iya gak usah aneh2 di rumah sendiri yg ada
0,favorit tanpa retweet aku blokir
1,wkwkwk waktu itu aku baperin tinggi badan
-1,baru beli ip6 dah bagak tunjuk kat ig padahal duit mak aku jugak kau guna
-1,aku rasa kau kena banyak senam la sbb kau kan malas nk keluar peluh sbb tu la gemok pendek
1,bagi hidup ini bukan tentang bagaimana aku harus jadi orang baik tetapi lebih kepada bagaimana aku bisa bermanf
-1,bangun pagi dan lihat ruang keluarga genang air hujan tu rasa ken nang tapi syukur saja karena
0,dpd hari tu aku ngidam nasi lemak daun pisang hmm
1,weyyy sorry weyyy serius doh aku lupa weyyy hahaha
0,oooh iya ada juga mahasiswa dokter nyumbang mayat 300jt biar laboratorium lengkap aku mah apa atuh anak bio
0,aku anggap orang yang ws aku asyik typo ni dia memang tak ria pun ws dengan aku
1,jika kamu rasa masih susah dalam 4tahun akhir ini itu bukan salah jokowi brrt kamu harus tingkat kualitas
1,aku selalu usaha ngasih yang baik untuk kamu aku takut semua perhati dan sayang aku gak pernah cukup untuk kam
0,lebih baik kamu nonton ini nder mungkin aja kamu suka
0,cara medapatkan uang banyak dengan modal 50 kamu sudah bisa dapat ratus juta han
0,bisa jadi apakah kamu sadar di ujung sana juga ada junhui
0,sudah sayang aku barusan aja
0,nak nak pulak kalau kata tu macam penting aku anggap yang dia reply ws aku ni paksa je
-1,besok kalau kamu ikut futsal itu lagi aku ikut biar tendang pler nya si yoga pas futsal
0,mari kita nyanyi lagu manuk dadali mesat ngapung luhur jauh di awang awang peka dong kamu tuh aku lanjur sayang
1,lepas daripada episod ni aku terus lekat tengok cerita bahagia bukan bida lakon semua padu weh ganding nora dan
-1,aku sena kesi dekat kau member aku budak sts yang serempak dngn kita masa tgk munafik2 semua kata kau gemok
0,nak ikut asa hati aku lagi asa hati sebab cari bila perlu jadi antara kepada orang lain pitstop unt
0,nanti semua gambar kalau nak upload aku post kat vsco twitter je
-1,park jihoon sebenernya aq gag mau pusing mikirin kamu sih tp maslahnya kamu sini bias hhh sayang bgt dek
-1,aku nggak akan lepas tangan sampai kau mau ke rumah sakit sama nggak akan lepas ran tohinichi dcquote
-1,lupa mu pernah jadi list ingin atas ku tetapi apa aku gagal baru aku sadar di sini di dalam hati ku kam
1,tuhan aku ingin kaya aamiin retweet atau bilang aamiin jika anda juga ingin kaya
1,hari ini aku akan bersih hati dari rasa khawatir yang buat jauh baik dan suka prasangka buruk
0,benda aku x mntak jd mcm ni
-1,takda pun aku suruh kau paksa kau percaya apa aku cakap nak percaya ha buat kalau tak percaya kau diam diam sudah ah sial
0,ada juga nih anak baru masukd mama a mawar ken jadi apa kalo besar mawar jadi nyanyi tante mama
1,hahahaha akuuka ipbb camera dia lawa amp reng hang hsjsjs tpi android pun not bad tho sbb kalau ikut
-1,kalau aku lagi pusing sama tugas ih kesel part time cari cari di tempat makan gitu let kadang kan ada yang cari gituu
1,cewe itu suka cowo yang perhati apalagi bisa perhati ke hal2 kecil ce maap ya lama dandan co iya gapapa e
0,maksimal hobi vlogging kamu dengan jaring internet tanpa putus putus karena hemat kuota pakai unlimitedyoutube amp app
1,ezra lebih aktif lagi yuk aku kangen nih
0,aku
1,hahahahahaumpah dekah aku
-1,ngeselin kakanya mahh mau jadi yg di secret of angel
1,bukan ringgit dua tu hahahahahahah weh hancurrr hati
-1,aku jg kaget bisa bales alf padahal itu mata melek belah
-1,sbb tu bila tak ajar hadis jngn tafsir sndiri sbb akan salah lagi2 guna sheikh google search hadith pastu siap sila tabayyu
0,bebe rexha ni contoh perempuan yg chubby tapi lawa body goals tak perlu susah paysh diet sbb bagi aku semua perempuan n
0,eh sorry ya gaes td aku liat
0,aku hasil raih 1298 poin hari ini yuk ikut kuis trivia akudankorea yang ada 4 posisi ter
0,apa kamu 54
0,makan apa yang bisa kamu buat masak anything
1,apa yang kamu laku kalo lagi marah doa supaya tidak jadi marah
0,aku punya mantan gebetan nah semenjak aku milih untuk jauh telah itu dia sering bikin story foto bareng cewe
0,eh tiberrrrr
-1,ni srs la do aku cakap sebab aku sayang dia aku tak nak dia sakit lagi sebab aku
0,jadi inget dulu mau bikin sim ada tes mata aku ngapalkeun heula rumah
0,2nd giveaway aku mau adain giveaway dalam rangka aku menang beberapa giveaway aku bisa beli album aku dapet ke
-1,masih ingat lagi tak macam mana mula mula kita kenal dulu awal nya aku tertawa dan akhir aku menang
1,bos yg belum jg asik bgt aku pak aku ijin pulang cpt ya mau nntn konser nct127 bos iya
0,but geng kul 2 report pun aku lmbt
0,aku tiap lihat seller jual murah beut
-1,aku mnangis bkn krn takut mati krn kcintaanku kpd dunia akn ttpi yg mmbuatku mnangis adl ksedihanku krn aku tdk b
0,aku harus ikut kaya buat ngasih obat
1,dalam hidup henti cari dia yang sempurna karena yang kamu butuh hanya dia yang cinta apa ada yang membu
1,bukan arti aku nyesel jd islam loh ya malah syukur bgt
1,i m so in love with you aku rin ayieee
-1,sayang aku mana t t
0,aku punya ikat perut minggu ni nak jimat last last jadi camni
-1,bahkan aku lupa kapan akhir ayah peluk dengan penuh kasih sayang
0,aku baru tahu tentang ini dekat malaysia pun benar dah lama ada tapi kita tak mahu ambil tahu akhir merugika
0,aku mau giveaway pulsa 10k buat 2 orangyaratnya cuma retweet aja dan doain aku menang undi fansign ikon ya aamiin umu
1,angel aku ihhh hahahaha
1,aku rameeein nih
1,picnya amiiin goodluck anw
1,aku sedia hadap segala mungkin juga apa yang akan laku atas khilaf diri sendiri aku hanya man
-1,sembang macam aku tak penat keluar duit bila aku bagi duit cakap aku nak tutup mulut bila aku tak bagi duit kata
1,okey aku maiii
0,kamu nonton spotify juga dm yaa
0,halo kak kamu bisa terus koordinasi dengan guru tinggi selenggara ppg prajabatan sebut ya
-1,aku tak boleh kalau orang puji aku rajin automatik jadi malas
0,soal aku kenapa kucing suka datang ngendeng dekat orang yang takut dengan dia bila dekat kedai makan
0,aku back up lelaki bukan sbb aku ni pihak dekat lelaki tp aku tau tak semua lelaki trash mcmtu jugak perempuan
-1,hai kami paham kendala kamu dan mohon maaf atas ketidaknyamanannyaaat ini pulsa kamu sedang da
0,hi ayo bareng nder aku jg sampe jam 7an nginep di pop
0,sudah aku duga hwang geum itu adalah hwang eunbi
1,aku juga sih tapi kdg aku aku tahan
0,maksud aku yang ini min status nya gitu terus dr hari rabu sedang yg di tolak itu proses cuma
1,jika kamu memang harga di mata orang tak ada alas bagi tuk cari orang yg lebih baik dari
-1,sakit period pain ni dah mcm sakit beranakeriously k tipu ja aku mana tahu sakit anak tu mcm mana
-1,ada yang kangen aku bihua
0,rujak kangkung itu satu iket kangkung btw itu foto sblum makan kenyataanya aku rebus 1 iket lagi tempe abis 4 dan tahu
1,alhamdulillah dapat derma darah hahaha doktor tu tanya ada pening2 tak hmm aku ni dah taktau apa tu pening2 ka
0,idm ada yg mau join ga barang official ga my klo yg rep 50 aku drop direp dan janji pda ikut ya
0,aku dm g bisa neng
1,mantab aku jadi penasaran ken liat
0,time aku tgk munafiq 2 org belah aku lelaki mula cite je dh carut hshhshs oh shitt pstu terus tutup mu
-1,tiada yang salah hanya aku manusia goblok
1,dapet aku
1,aku tak tahu aku dah tak sembang aku sibuk shopping hahaha
0,btw stiap ada bts pasti aku lagi sekolah kak ngga bisa liat
-1,sandiwara apa yang ingin pentas dengan aku sekadar maya yang tidak bisa sentuh cuma untuk hayati kalau kalau
-1,baru la berbaloi dengan penat lelah aku yang kerja macam kuli batak tapi gaji ciput plus kena adap customers ya
-1,mana blm di bales chat aku dari tema kkt ku kuning putih balik lagi ke kuning
-1,aku tak boleh kalau orang puji aku cantik automatik jadi hodoh
0,sampe akhir hari ini liat udah ada lg toping nangka akhir buru2 order pas abang sampe sana nangka uda
0,dia pny bunyi kriuk krak tu perghhh
-1,ken marah tp gimana dia udah sen kasi juga kalo aku cancel tp ken nangka sampe ini monangis ngetw
1,mau diem tapi nggak bisa hihi mancing sih kamu
0,even parents aku taknak kesah pasal problem aku so who will
-1,ayah bising sebab dia tengok aku beli tudung banyak banyak last last pakai tudung indon jugak sebab aku bagi reaso
1,standard tandas fspu mmg mcmtu mmg akan salah sbb sign takda kena fikir banyak kali nak masuk hahaha
0,kamu punya berapa banyak topi gada huuu diriq g suka pake topi yeup
1,aku suka kamu
0,tak masalahnye bila masa aku buat benda ni
1,kenapa ga doyanini buat aku wkwkkwkw
-1,aku cuma acah acah happy je depan kawan padahal life aku sunyi sepi tinggal cengkerik je bunyi
1,sini aku ajarin apa yg aku ngerti ehehe
1,tadi malem doa ken ngeliat bidadari ehh di fto ini aku bisa liat dikabulin nyata
0,aku kagum dengan dua calon namun bingung dengan orang2 belakang beliau2
1,kamu kan jago ya manjain aku
-1,aku dah give up nak upload pic
1,hayuuk aku meloook
0,kau ceramah aku nie hal aduhhhh
0,idunnoo man hrni pn aku gerak kedah
0,liat replyan ini dan aku rasa tua
0,syudah cukup kamu buhunk 1 59 88 use offuda 59 88 18hp
1,lihat kamu adem rasane wkwkwkwkwk
-1,teruk sangat ke aku ni dengan kerja mcd pun kena reject
0,syedadiq tu nak pulih raja era baru tapi yang perempuan dok gedik gedik kata cair iman lah apa lah alahai aku
-1,aku weird gila dengan kaun upin ipin ni bukan ke rumah tok dalang dengan rumah opah diaebelah je apa pasal bila perigi jauh je jalan
-1,tm tengah struggle financially sebab maxis dapat 90 margin dari tawar service internet yang sama tak perlu tanggung kos m
1,nasib baik kau tak de masa nak sembang lebih bang aku bizi ni xde masa nak sembang jugak
1,tak peduli berapa keras kamu coba kamu tak akan pernah bisa sangkal apa yang kamu rasa
0,jangan buru buru arti segala yang baru kamu lihat dari muka segala yang tampak belum tentu sesuai leta
1,sukahati aku la aku yg taknak ngaku bukan kau
1,hmm smlm aku buat cmtu alhamdulillah lega sikit harini bangun tido terus hilang maybe sbb haritu kan hg balik bawak beg berat
0,aku kalau makan dekat sini mesti tambah nasi haha sebab sup amp sambal dia mmg power nasi kerabu rm3 nasi ayam penyet rm7
1,aku suka harry potter tapi aku lebih suka harry harry sama recehkantwitter recehkantwiter
0,apa nak jadi dengan kamu ni husna nisha
0,sini peluk jejen eon
-1,jangan ambil dosen itu dia nilai bagus cuma kita nanti nggak usaha apa apa aku rasa nggak worth aja sih g
1,lelaki yang pernah minta jadi kasih kemudian pilih untuk pisah besok akan meni aku turut bahagia untuk
-1,aku monanges
0,aku nanti paling juga nyusul
0,kok di tl aku ada jaesix sunbae
0,bila kau lampau concern aduh dekah aku buat
-1,duk cakap aku tipu tipu cam anjing kang aku tipu kau betul betul baru kau tahu la bodoh
0,kalau ada sapa ternampak or peras moto aku mintak tolong roger aku hilang area pj new town pukul 6 7 ptg tadi
1,hahahahah dekah aku tengok parody ni sumpah kreatif dakdak ni munafik2
-1,kadang dia itu lucuesaat hangat senang dan penuh kasih sayang dan saat bisa jadi penuh benci dingin
0,aku rasa cikgu ahmad sesuai jadi cikgu sejarah
0,jangan bagi adela main gambar laki aku
1,kamu baca aja sini ya 1 akun dari sekian ratus yang rep ada aku situ banggain kamu
1,nyata masih belum saat aku tatap tatap sama wonwoo guys but im okay fokus ke ic sama skripsi
1,aku lahir di bumi ni memang untuk jaga hati semua pihakampai hati aku barai pun tak ada orang kesah hmm
1,dan jadi aku masuk orang orang yang medapatkan surga yang penuh nikmat qs asyyu araa 85
0,kata kamu sudah punya profesi ya
-1,aku kejut
1,lama ini yang msh jadi favorit msh laskar pelangi
0,orang yg syukur akan senyum ceria pagi ini orang yg tidak syukur akan keluh pagi ini kalau kamu yg mana
1,kalau simpan duit asyik guna jadi aku beli emas rm100 beli emas dpt besar duit seposen kalau asyik gadai
-1,aku ga peduli dengan ilmu klenik ilmu sepiritual kerak sadar dan teman teman
0,sering banget aku overthinking sama semua hal terus di samping agus lg nonton yutub entah stand up comedy ketoprak war
0,kau group yang ada aku mana nak reply group solja reply la mana nak main futsal saja saja main liga lagi seronok kan hm
1,terima kasih ginting cara bangkit dari kalah di final regu dgn kalah kento dan chen long hingga smp di sem
0,ada orang yang pernah ngerasain yang lebih asa kok mungkin aku baru minum sirup aja udah mabok tapi ada juga or
0,iyaaa verified kakkk aku kira td boongan acc fans bodoh emang pdhl udh ada verified
0,aku bukan taknak diet bila duduk rumah kesi tengok mak masak takda sapa makan aku jamah la sikit pastu tak habis aku ke
0,kaki dgn stretchmark aku ni dah lama tak ajang muka org
0,kamu mau diapain by
0,aku si balik ke dokter yang masang
1,aku juga dong
-1,diam kamu
0,bukan pandai jaga muka je eh jaga kaki pun penting ni aku share aku punya rutin gosok kaki aku guna scrubt ive
0,mana bts dapat inspirasi v tamang semua situasi di hidup hari hari jin memberku dan aku jk mem
-1,semua benda aku cakap aku tak kesah sebab nak jaga hati awak hm tapi awak entah nak menang pun entah
-1,kalau kenan izin aku kembali pada masa di mana yang kenal hanya menang karena tak beli se
0,heeeeh kamu ngapain main twitter ngapaeeeeeen
0,wehh
1,crush kalau nak tegur ye tegur kalau suka cakap suka daripada kau dok tengok je story aku tak pernah missebb
1,ya ya ya dan aku tahu sekarang
0,lepastu abg tu kate pinjam fon dik abg pergi print lepastu abg tu lari ke sana sini dengan laju dan beriyek tolon
1,itu aku jg mau
1,untuk kak rehan kamu yg sabar ya
-1,aku kangen taeboongie
0,kamu oppa ya
1,aku legaaaaa hampir nggakbisa nikmat makan siang lho ini
1,moga apa yang kamu ikan pada saat ini bukan sandiwara belaka
1,t kasih semua kalau nak bantu aku kumpul duit lagi banyak korang beli lah ini klik sini untuk beli
0,rumah kamu mana emang
0,aku ki tengah setan tengah bidadari duk malaikat
-1,mau ikut crazyrichsurabayan di ig tapi ig aku tuh banyak temen2 crazyrichsurabayan sungkan lihat banget
0,aku pantengin kepo ganteng apas kak ray
-1,kamu tuh katarak apa gmn sih corbyn tuh ganteng bgt
1,kalau takut lambung ombak jangan tonton ombak rindu hahaha
1,soal jodoh ni aku tenang je tapi aku harap bila jodoh aku sampai aku nak bahagia hidup sampai ke akhir hayat i want my
